Microorganism,Species,Strain,Product group,Product,Treatment,aw,pH,T,D,z,log D,log D (model),Ref,Year,Remarks,,log D model dairy,log D model milk,log D model meat,log D model beef,log D model chicken,,F-test,logD (all),logD (10% NaCl),logD (rest)
Listeria,monocytogenes,,Dairy,Milk,"whole, sterile",,,71.7,0.05,,-1.301029996,-1.3058,ICMSF,1996,,,-1.5278,-1.57541,,,,,,-1.231394542,,-1.305052518
Listeria,monocytogenes,,Dairy,Milk,"whole, sterile",,,71.7,0.076666667,,-1.115393419,-1.3058,ICMSF,1996,,,-1.5278,-1.57541,,,,,,-1.231394542,,-1.305052518
Listeria,monocytogenes,,Dairy,Milk,"whole, sterile",,,74.4,0.025,,-1.602059991,-1.6892,ICMSF,1996,,,-1.9517,-2.00822,,,,,,-1.604199059,,-1.688426207
Listeria,monocytogenes,,Dairy,Milk,"whole, sterile",,,74.4,0.018333333,,-1.736758565,-1.6892,ICMSF,1996,,,-1.9517,-2.00822,,,,,,-1.604199059,,-1.688426207
Listeria,monocytogenes,,Dairy,Milk,,,,71.7,0.015,,-1.823908741,-1.3058,Gormley,1990,,,-1.5278,-1.57541,,,,,,-1.231394542,,-1.305052518
Listeria,monocytogenes,O57,Fish,Cod,,,,57.6,6.18,6.1,0.790988475,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,O57,Fish,Cod,,,,60,1.95,6.1,0.290034611,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,O57,Fish,Cod,,,,65.5,0.27,6.1,-0.568636236,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,O62,Fish,Cod,,,,57.6,7.28,5.7,0.862131379,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,O62,Fish,Cod,,,,60,1.98,5.7,0.29666519,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,O62,Fish,Cod,,,,62,0.87,5.7,-0.060480747,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,O62,Fish,Cod,,,,65.5,0.28,5.7,-0.552841969,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,,Fish,Crabmeat,imitation,,,57.6,9.7,5.7,0.986771734,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,,Fish,Crabmeat,imitation,,,62,2.1,5.7,0.322219295,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Fish,Crabmeat,imitation,,,65.5,0.4,5.7,-0.397940009,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,Scott A,Fish,Crabmeat,,,,55,12,8.4,1.079181246,1.0656,Doyle et al.,2001,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Fish,Crabmeat,,,,60,2.61,8.4,0.416640507,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Crawfish,"cooked, tail meat",,,55,10.23,5.5,1.009875634,1.0656,Doyle et al.,2001,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Fish,Crawfish,"cooked, tail meat",,,60,1.98,5.5,0.29666519,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Crawfish,"cooked, tail meat",,,65.5,0.19,5.5,-0.721246399,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,,Fish,Crawfish,tail meat,,,55,10.23,,1.009875634,1.0656,ICMSF,1996,"27 ﾂｰC, overnight",,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Fish,Crawfish,tail meat,,,60,1.98,,0.29666519,0.3556,ICMSF,1996,"27 ﾂｰC, overnight",,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Crawfish,tail meat,,,65,0.19,,-0.721246399,-0.3544,ICMSF,1996,"27 ﾂｰC, overnight",,,,,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Fish,Lobster,meat,,,51.6,97,,1.986771734,1.5484,ICMSF,1996,"35 ﾂｰC, 24h",,,,,,,,,1.543927973,,1.548951616
Listeria,monocytogenes,,Fish,Lobster,meat,,,54.4,55,,1.740362689,1.1508,ICMSF,1996,"35 ﾂｰC, 24h",,,,,,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Fish,Lobster,meat,,,57.2,8.3,,0.919078092,0.7532,ICMSF,1996,"35 ﾂｰC, 24h",,,,,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Fish,Lobster,meat,,,60,2.39,,0.378397901,0.3556,ICMSF,1996,"35 ﾂｰC, 24h",,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Lobster,meat,,,62.7,1.06,,0.025305865,-0.0278,ICMSF,1996,"35 ﾂｰC, 24h",,,,,,,,,0.011287181,,-0.027140219
Listeria,monocytogenes,,Fish,Lobster,,,,51.6,97,5,1.986771734,1.5484,Doyle et al.,2001,,,,,,,,,,1.543927973,,1.548951616
Listeria,monocytogenes,,Fish,Lobster,,,,54.2,55,5,1.740362689,1.1792,Doyle et al.,2001,,,,,,,,,,1.184931031,,1.179776952
Listeria,monocytogenes,,Fish,Lobster,,,,57.6,8.3,5,0.919078092,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,,Fish,Lobster,,,,60,2.39,5,0.378397901,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Mussels,"heated, brined",,,54.2,111.1,4.25,2.045714059,1.1792,Doyle et al.,2001,,,,,,,,,,1.184931031,,1.179776952
Listeria,monocytogenes,,Fish,Mussels,"heated, brined",,,57.6,19.84,4.25,1.297541668,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,,Fish,Mussels,"heated, brined",,,60,6.3,4.25,0.799340549,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Fish,Mussels,"heated, brined",,,62,1.69,4.25,0.227886705,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,O57,Fish,Salmon,,,,57.6,8.48,6.7,0.928395852,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,O57,Fish,Salmon,,,,60,4.23,6.7,0.626340367,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,O57,Fish,Salmon,,,,62,3.02,6.7,0.480006943,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,O57,Fish,Salmon,,,,65.5,1.18,6.7,0.071882007,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,O62,Fish,Salmon,,,,57.6,10.73,5.6,1.030599722,0.6964,Doyle et al.,2001,,,,,,,,,,0.715473491,,0.697010083
Listeria,monocytogenes,O62,Fish,Salmon,,,,60,4.48,5.6,0.651278014,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,O62,Fish,Salmon,,,,62,2.07,5.6,0.315970345,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,O62,Fish,Salmon,,,,65.5,0.87,5.6,-0.060480747,-0.4254,Doyle et al.,2001,,,,,,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,56,1.59,6.3,0.201397124,0.9236,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,60,0.45,6.3,-0.346787486,0.3556,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,62,0.17,6.3,-0.769551079,0.0716,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,56,5,5.6,0.698970004,0.9236,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,60,0.9,5.6,-0.045757491,0.3556,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Apple,juice,,3.9,62,0.43,5.6,-0.366531544,0.0716,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,56,2.29,6.6,0.359835482,0.9236,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,60,0.59,6.6,-0.229147988,0.3556,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,62,0.29,6.6,-0.537602002,0.0716,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,56,4.59,6.3,0.661812686,0.9236,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,60,1.38,6.3,0.139879086,0.3556,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Grape (white),juice,,3.9,62,0.48,6.3,-0.318758763,0.0716,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,56,2.05,6,0.311753861,0.9236,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,60,0.43,6,-0.366531544,0.3556,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,62,0.21,6,-0.677780705,0.0716,Mazzotta,2001,Stationary phase cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,56,3.83,5.9,0.583198774,0.9236,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,60,0.67,5.9,-0.173925197,0.3556,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Liquids,Orange,juice,,3.9,62,0.38,5.9,-0.420216403,0.0716,Mazzotta,2001,Acid adapted cells,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Meat,Beef,+1.5M NaCl,,,60,3.98,,0.599883072,0.3556,Doyle et al.,2001,Cells grown in 0.09M NaCl,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Beef,+1.5M NaCl,,,60,10.8,,1.033423755,0.3556,Doyle et al.,2001,Cells grown in 1.5M NaCl,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Beef,2% fat,,,51.7,81.3,5.17,1.910090546,1.5342,Doyle et al.,2001,,,,,1.5784,1.36366,,,,1.530120398,,1.53475259
Listeria,monocytogenes,Scott A,Meat,Beef,2% fat,,,57.2,2.6,5.17,0.414973348,0.7532,Doyle et al.,2001,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,Scott A,Meat,Beef,2% fat,,,62.8,0.6,5.17,-0.22184875,-0.042,Doyle et al.,2001,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,50,36.1,4.9,1.557507202,1.7756,Doyle et al.,2001,,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,55,3.53,4.9,0.547774705,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,60,0.33,4.9,-0.48148606,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,50,43.5,4.4,1.638489257,1.7756,Doyle et al.,2001,,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,55,3.14,4.4,0.496929648,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,2.35% fat,,,60,0.24,4.4,-0.619788758,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,20% fat,,,54.4,22.4,7.9,1.350248018,1.1508,Doyle et al.,2001,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,20% fat,,,57.2,15.7,7.9,1.195899652,0.7532,Doyle et al.,2001,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,20% fat,,,60,4.47,7.9,0.650307523,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,20% fat,,,62.8,2.56,7.9,0.408239965,-0.042,Doyle et al.,2001,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,20% fat,,,54.4,12.5,7.9,1.096910013,1.1508,Doyle et al.,2001,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,20% fat,,,57.2,3.41,7.9,0.532754379,0.7532,Doyle et al.,2001,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,20% fat,,,60,1.62,7.9,0.209515015,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,20% fat,,,62.8,0.73,7.9,-0.13667714,-0.042,Doyle et al.,2001,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat,,7.2,55,2.94,,0.46834733,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat,,5.7,55,3.93,,0.59439255,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat+2.4% lactate,,7.2,55,2.39,,0.378397901,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat+2.4% lactate,,5.7,55,2.5,,0.397940009,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat+4.8% lactate,,7.2,55,2.17,,0.336459734,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,3.1% fat+4.8% lactate,,5.7,55,2.05,,0.311753861,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Beef,30.5% fat,,,51.7,71.1,6.3,1.851869601,1.5342,Doyle et al.,2001,,,,,1.5784,1.36366,,,,1.530120398,,1.53475259
Listeria,monocytogenes,Scott A,Meat,Beef,30.5% fat,,,57.2,5.8,6.3,0.763427994,0.7532,Doyle et al.,2001,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,Scott A,Meat,Beef,30.5% fat,,,62.8,1.2,6.3,0.079181246,-0.042,Doyle et al.,2001,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,Scott A,Meat,Beef,"Cooked, <7% fat",,,60,8.32,5.98,0.920123326,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Beef,"Cooked, <7% fat",,,62,4.2,5.98,0.62324929,0.0716,Doyle et al.,2001,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Meat,Beef,"Cooked, <7% fat",,,64.5,2.19,5.98,0.340444115,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,Scott A,Meat,Beef,"Cooked, <7% fat",,,70,0.2,5.98,-0.698970004,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,NCTC 11994,Meat,Beef,"Cooked, <7% fat",,,60,6.27,5.98,0.797267541,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Beef,"Cooked, <7% fat",,,62,2.9,5.98,0.462397998,0.0716,Doyle et al.,2001,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,NCTC 11994,Meat,Beef,"Cooked, <7% fat",,,64.5,2.21,5.98,0.344392274,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,NCTC 11994,Meat,Beef,"Cooked, <7% fat",,,70,0.14,5.98,-0.853871964,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,54.4,12.5,,1.096910013,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,54.4,6.84,,0.835056102,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,57.2,3.41,,0.532754379,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,57.2,1.97,,0.294466226,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,60,1.62,,0.209515015,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,60,1.11,,0.045322979,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,62.8,0.73,,-0.13667714,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,"ground, naturally contaminated",,,62.8,0.47,,-0.327902142,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,54.4,22.4,,1.350248018,1.1508,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,54.4,19.3,,1.285557309,1.1508,ICMSF,1996,"37 ﾂｰC, overnight",,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,57.2,15.7,,1.195899652,0.7532,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,57.2,17.6,,1.245512668,0.7532,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,60,4.47,,0.650307523,0.3556,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,60,3.5,,0.544068044,0.3556,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,62.8,2.56,,0.408239965,-0.042,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,"ground, roast",,,62.8,2.82,,0.450249108,-0.042,ICMSF,1996,"37 ﾂｰC, overnight",,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,"Meat slurry, 1.25% fat",,,60,2.54,,0.404833717,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"Meat slurry, 1.25% fat",,,64.5,0.75,,-0.124938737,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Beef,"Meat slurry, 1.25% fat",,,70,0.23,,-0.638272164,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,50,32.7,,1.514547753,1.7756,Bolton et al.,2000,Vacutainer,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,50,36.1,,1.557507202,1.7756,Bolton et al.,2000,Vacuum pack,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,55,3.4,,0.531478917,1.0656,Bolton et al.,2000,Vacutainer,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,55,3.2,,0.505149978,1.0656,Bolton et al.,2000,Vacuum pack,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,60,0.31,,-0.508638306,0.3556,Bolton et al.,2000,Vacutainer,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,60,0.15,,-0.823908741,0.3556,Bolton et al.,2000,Vacuum pack,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,48,74.1,,1.869818208,2.0596,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,2.0668,1.764,,,,2.041000662,,2.060116535
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,48,65.8,,1.818225894,2.0596,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,2.0668,1.764,,,,2.041000662,,2.060116535
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,52,16.3,,1.212187604,1.4916,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,1.5388,1.3312,,,,1.488697674,,1.492155513
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,52,21.3,,1.328379603,1.4916,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,1.5388,1.3312,,,,1.488697674,,1.492155513
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,56,2.3,,0.361727836,0.9236,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,1.0108,0.8984,,,,0.936394686,,0.924194492
Listeria,monocytogenes,NCTC 11994,Meat,Beef,minced,,,56,3,,0.477121255,0.9236,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,1.0108,0.8984,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,54.4,6.8,,0.832508913,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,54.4,13,,1.113943352,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,57.2,2,,0.301029996,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,57.2,3.4,,0.531478917,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,60,1.6,,0.204119983,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,62.8,0.5,,-0.301029996,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,naturally contaminated,,,62.8,0.7,,-0.15490196,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,Raw,,,50,85,7.2,1.929418926,1.7756,Doyle et al.,2001,,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Beef,Raw,,,55,21,7.2,1.322219295,1.0656,Doyle et al.,2001,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Beef,Raw,,,60,3.8,7.2,0.579783597,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,Raw,,,64.5,0.93,7.2,-0.031517051,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Beef,Raw,,,70,0.14,7.2,-0.853871964,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,NCTC 9863,Meat,Beef,raw,,,60,4.5,,0.653212514,0.3556,MacKey and Bratchell,1989,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 9863,Meat,Beef,raw,,,65,0.65,,-0.187086643,-0.3544,MacKey and Bratchell,1989,,,,,-0.1772,-0.0754,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,NCTC 9863,Meat,Beef,raw,,,70,0.15,,-0.823908741,-1.0644,MacKey and Bratchell,1989,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Beef,roast,,,54.4,19,,1.278753601,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,roast,,,54.4,22,,1.342422681,1.1508,ICMSF,1996,,,,,1.222,1.07152,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Beef,roast,,,57.2,16,,1.204119983,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
